gbifID,occurrenceID,basisOfRecord,scientificName,kingdom,phylum,class,order,family,genus,species,taxonRank,individualCount,eventDate,year,month,day,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,countryCode,stateProvince,occurrenceStatus,license
1000000038,urn:catalog:POLL:37,HUMAN_OBSERVATION,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,3,2021-02-05,2021,2,5,37.575864,-94.491651,10,US,South Dakota,PRESENT,CC_BY_4_0
1000000039,urn:catalog:POLL:38,HUMAN_OBSERVATION,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,10,2021-09-06,2021,9,6,28.465809,-120.591535,10,US,Oregon,PRESENT,CC0_1_0
1000000040,urn:catalog:POLL:39,HUMAN_OBSERVATION,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,10,2023-07-20,2023,7,20,38.491626,-114.07953,10,US,Pennsylvania,PRESENT,CC0_1_0
1000000041,urn:catalog:POLL:40,HUMAN_OBSERVATION,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,3,2023-03-28,2023,3,28,48.493131,-69.461175,50,US,Minnesota,PRESENT,CC_BY_NC_4_0
1000000042,urn:catalog:POLL:41,PRESERVED_SPECIMEN,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,1,2023-03-21,2023,3,21,28.112516,-73.317062,500,US,Missouri,PRESENT,CC_BY_4_0
1000000043,urn:catalog:POLL:42,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,5,2022-09-21,2022,9,21,44.102166,-86.994181,100,US,California,PRESENT,CC_BY_4_0
1000000044,urn:catalog:POLL:43,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,1,2021-09-11,2021,9,11,29.475416,-98.070436,1000,US,Pennsylvania,PRESENT,CC_BY_4_0
1000000045,urn:catalog:POLL:44,MACHINE_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,3,2020-07-06,2020,7,6,43.27732,-85.643726,10,US,Georgia,PRESENT,CC_BY_4_0
1000000046,urn:catalog:POLL:45,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,3,2023-01-26,2023,1,26,42.12987,-88.929908,50,US,Illinois,PRESENT,CC0_1_0
1000000047,urn:catalog:POLL:46,PRESERVED_SPECIMEN,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,5,2020-05-10,2020,5,10,31.711745,-91.808245,50,US,Alabama,PRESENT,CC0_1_0
1000000048,urn:catalog:POLL:47,MACHINE_OBSERVATION,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,2,2022-03-15,2022,3,15,32.319755,-121.097318,50,US,Georgia,PRESENT,CC_BY_NC_4_0
1000000049,urn:catalog:POLL:48,HUMAN_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,3,2023-04-09,2023,4,9,43.520513,-88.11385,1000,US,Pennsylvania,PRESENT,CC_BY_4_0
1000000050,urn:catalog:POLL:49,PRESERVED_SPECIMEN,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,25,2022-07-24,2022,7,24,35.574692,-80.287097,1000,US,Nebraska,PRESENT,CC_BY_4_0
1000000051,urn:catalog:POLL:50,PRESERVED_SPECIMEN,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,1,2022-09-12,2022,9,12,42.039633,-67.340305,10,US,Washington,PRESENT,CC0_1_0
1000000052,urn:catalog:POLL:51,HUMAN_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,1,2020-07-01,2020,7,1,28.05162,-123.862983,1000,US,South Dakota,PRESENT,CC_BY_NC_4_0
1000000053,urn:catalog:POLL:52,HUMAN_OBSERVATION,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,3,2022-09-09,2022,9,9,44.961387,-82.515026,10,US,Illinois,PRESENT,CC0_1_0
1000000054,urn:catalog:POLL:53,MACHINE_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,25,2020-12-29,2020,12,29,41.561233,-91.622114,1000,US,South Dakota,PRESENT,CC_BY_4_0
1000000055,urn:catalog:POLL:54,PRESERVED_SPECIMEN,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,1,2020-02-08,2020,2,8,46.266627,-99.542,1000,US,Iowa,PRESENT,CC_BY_4_0
1000000056,urn:catalog:POLL:55,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,1,2021-05-11,2021,5,11,27.676937,-117.164715,1000,US,California,PRESENT,CC_BY_NC_4_0
1000000057,urn:catalog:POLL:56,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,1,2023-10-04,2023,10,4,38.732348,-100.977604,10,US,Wisconsin,PRESENT,CC0_1_0
1000000058,urn:catalog:POLL:57,PRESERVED_SPECIMEN,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,1,2022-09-08,2022,9,8,38.878894,-104.123312,100,US,Missouri,PRESENT,CC_BY_4_0
1000000059,urn:catalog:POLL:58,HUMAN_OBSERVATION,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,10,2022-07-09,2022,7,9,32.983058,-107.087281,10,US,Texas,PRESENT,CC_BY_4_0
1000000060,urn:catalog:POLL:59,HUMAN_OBSERVATION,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,3,2023-11-21,2023,11,21,35.503194,-82.474422,100,US,Pennsylvania,PRESENT,CC_BY_NC_4_0
1000000061,urn:catalog:POLL:60,PRESERVED_SPECIMEN,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,3,2021-12-22,2021,12,22,25.411558,-84.208283,50,US,Indiana,PRESENT,CC_BY_4_0
1000000062,urn:catalog:POLL:61,HUMAN_OBSERVATION,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,2,2023-03-30,2023,3,30,42.400641,-90.631345,50,US,Iowa,PRESENT,CC_BY_4_0
1000000063,urn:catalog:POLL:62,HUMAN_OBSERVATION,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,5,2020-01-16,2020,1,16,37.68374,-70.526773,10,US,Nebraska,PRESENT,CC0_1_0
1000000064,urn:catalog:POLL:63,PRESERVED_SPECIMEN,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,1,2021-05-07,2021,5,7,25.885785,-104.383373,100,US,Indiana,PRESENT,CC_BY_NC_4_0
1000000065,urn:catalog:POLL:64,PRESERVED_SPECIMEN,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,1,2023-12-20,2023,12,20,40.838141,-110.481389,100,US,Washington,PRESENT,CC_BY_NC_4_0
1000000066,urn:catalog:POLL:65,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,2,2023-02-05,2023,2,5,35.70277,-86.785559,100,US,Kansas,PRESENT,CC_BY_NC_4_0
1000000067,urn:catalog:POLL:66,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,1,2022-06-12,2022,6,12,25.32707,-113.068191,50,US,Oregon,PRESENT,CC0_1_0
1000000068,urn:catalog:POLL:67,HUMAN_OBSERVATION,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,2,2020-11-06,2020,11,6,47.770585,-106.386896,10,US,Illinois,PRESENT,CC_BY_NC_4_0
1000000069,urn:catalog:POLL:68,MACHINE_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,1,2022-01-08,2022,1,8,47.278691,-111.58536,500,US,Oregon,PRESENT,CC_BY_4_0
1000000070,urn:catalog:POLL:69,HUMAN_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,1,2023-04-08,2023,4,8,36.809658,-120.52367,100,US,Wisconsin,PRESENT,CC_BY_NC_4_0
1000000071,urn:catalog:POLL:70,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,1,2021-06-29,2021,6,29,26.748138,-76.918822,100,US,Pennsylvania,PRESENT,CC_BY_4_0
1000000072,urn:catalog:POLL:71,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,5,2021-02-17,2021,2,17,42.610909,-109.863919,500,US,Arizona,PRESENT,CC_BY_NC_4_0
1000000073,urn:catalog:POLL:72,PRESERVED_SPECIMEN,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,1,2020-09-07,2020,9,7,36.306346,-97.300919,10,US,California,PRESENT,CC_BY_NC_4_0
1000000074,urn:catalog:POLL:73,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,25,2022-01-28,2022,1,28,31.758739,-122.009372,100,US,South Dakota,PRESENT,CC0_1_0
1000000075,urn:catalog:POLL:74,HUMAN_OBSERVATION,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,1,2023-03-10,2023,3,10,36.294036,-84.287981,10,US,Alabama,PRESENT,CC_BY_NC_4_0
1000000076,urn:catalog:POLL:75,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,5,2023-07-21,2023,7,21,37.038659,-105.492742,100,US,Virginia,PRESENT,CC_BY_NC_4_0
1000000077,urn:catalog:POLL:76,PRESERVED_SPECIMEN,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,10,2023-12-10,2023,12,10,38.005081,-81.677638,1000,US,Virginia,PRESENT,CC0_1_0
1000000078,urn:catalog:POLL:77,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,25,2022-11-28,2022,11,28,35.089369,-100.786824,100,US,Kansas,PRESENT,CC_BY_4_0
1000000079,urn:catalog:POLL:78,HUMAN_OBSERVATION,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,10,2022-03-24,2022,3,24,39.038127,-113.244053,1000,US,Virginia,PRESENT,CC_BY_NC_4_0
1000000080,urn:catalog:POLL:79,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,1,2020-01-29,2020,1,29,46.549633,-94.992433,10,US,New York,PRESENT,CC_BY_NC_4_0
1000000081,urn:catalog:POLL:80,PRESERVED_SPECIMEN,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,1,2022-08-15,2022,8,15,33.194434,-116.995988,100,US,Nebraska,PRESENT,CC_BY_4_0
1000000082,urn:catalog:POLL:81,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,2,2021-04-21,2021,4,21,41.917195,-99.168998,50,US,Iowa,PRESENT,CC0_1_0
1000000083,urn:catalog:POLL:82,HUMAN_OBSERVATION,Vanessa cardui,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,SPECIES,1,2020-11-13,2020,11,13,45.966861,-106.254935,50,US,Georgia,PRESENT,CC_BY_NC_4_0
1000000084,urn:catalog:POLL:83,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,1,2020-09-01,2020,9,1,35.443503,-72.062324,500,US,Georgia,PRESENT,CC0_1_0
1000000085,urn:catalog:POLL:84,MACHINE_OBSERVATION,Osmia lignaria,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia lignaria,SPECIES,10,2022-01-17,2022,1,17,35.14294,-120.996599,50,US,South Dakota,PRESENT,CC_BY_4_0
1000000086,urn:catalog:POLL:85,HUMAN_OBSERVATION,Bombus terrestris,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,SPECIES,2,2021-11-27,2021,11,27,38.950808,-84.593999,1000,US,Virginia,PRESENT,CC_BY_4_0
1000000087,urn:catalog:POLL:86,MACHINE_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,3,2020-09-28,2020,9,28,38.693762,-113.991808,50,US,Kansas,PRESENT,CC0_1_0
1000000088,urn:catalog:POLL:87,PRESERVED_SPECIMEN,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,10,2023-06-16,2023,6,16,43.858144,-106.154908,50,US,Wisconsin,PRESENT,CC_BY_4_0
1000000089,urn:catalog:POLL:88,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,3,2021-01-11,2021,1,11,35.935601,-100.607941,50,US,California,PRESENT,CC_BY_4_0
1000000090,urn:catalog:POLL:89,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,3,2020-09-22,2020,9,22,48.406951,-72.289132,100,US,Pennsylvania,PRESENT,CC_BY_NC_4_0
1000000091,urn:catalog:POLL:90,HUMAN_OBSERVATION,Xylocopa virginica,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa virginica,SPECIES,5,2022-07-14,2022,7,14,25.927318,-110.55175,500,US,Virginia,PRESENT,CC0_1_0
1000000092,urn:catalog:POLL:91,HUMAN_OBSERVATION,Danaus plexippus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,SPECIES,1,2022-07-09,2022,7,9,24.576028,-119.249744,10,US,South Dakota,PRESENT,CC_BY_NC_4_0
1000000093,urn:catalog:POLL:92,HUMAN_OBSERVATION,Bombus impatiens,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus impatiens,SPECIES,1,2023-10-14,2023,10,14,39.864759,-106.175348,500,US,Florida,PRESENT,CC0_1_0
1000000094,urn:catalog:POLL:93,HUMAN_OBSERVATION,Megachile rotundata,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile rotundata,SPECIES,25,2020-12-05,2020,12,5,31.662438,-118.481132,1000,US,Minnesota,PRESENT,CC_BY_NC_4_0
